Model,No_Of_VMs,Prompt,Token_Length,Response_Time_ms,Throughput_tok_s,VM1_metrics
bigscience/bloomz-560m,1,What is the year of independence of Liberia?,9,1410.18,7.8,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.119,""count"":26,""max"":99.2,""min"":99.0},""flow_recv_mb"":{""avg"":5.043,""count"":26,""max"":131.08564567565918,""min"":0.0},""flow_sent_mb"":{""avg"":5.043,""count"":26,""max"":131.08564567565918,""min"":0.0},""flow_throughput_mbps"":{""avg"":49836.223,""count"":26,""max"":1295734.269688772,""min"":0.0},""memory_percent"":{""avg"":53.8,""count"":26,""max"":53.8,""min"":53.8},""memory_used_mb"":{""avg"":4248.0,""count"":26,""max"":4248,""min"":4248},""petals_cpu_percent"":{""avg"":52.158,""count"":26,""max"":102.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":26,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":26,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":26,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Libya?,9,1416.97,7.763,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.193,""count"":28,""max"":100.0,""min"":99.1},""flow_recv_mb"":{""avg"":0.002,""count"":28,""max"":0.038188934326171875,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":28,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.757,""count"":28,""max"":7.194496066126387,""min"":0.0},""memory_percent"":{""avg"":53.8,""count"":28,""max"":53.8,""min"":53.8},""memory_used_mb"":{""avg"":4248.0,""count"":28,""max"":4248,""min"":4248},""petals_cpu_percent"":{""avg"":40.525,""count"":28,""max"":113.6,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":28,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":28,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":28,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Liechtenstein?,9,1429.84,7.693,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.097,""count"":33,""max"":99.2,""min"":99.0},""flow_recv_mb"":{""avg"":0.002,""count"":33,""max"":0.04099082946777344,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":33,""max"":0.04393768310546875,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.678,""count"":33,""max"":11.297420358216856,""min"":0.0},""memory_percent"":{""avg"":53.812,""count"":33,""max"":53.9,""min"":53.8},""memory_used_mb"":{""avg"":4248.606,""count"":33,""max"":4253,""min"":4248},""petals_cpu_percent"":{""avg"":43.364,""count"":33,""max"":193.5,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":33,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":33,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":33,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Lithuania?,9,1474.3,7.461,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.094,""count"":17,""max"":99.1,""min"":99.0},""flow_recv_mb"":{""avg"":0.002,""count"":17,""max"":0.017737388610839844,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":17,""max"":0.017737388610839844,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.442,""count"":17,""max"":2.492695261492152,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":17,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4252.882,""count"":17,""max"":4253,""min"":4251},""petals_cpu_percent"":{""avg"":56.212,""count"":17,""max"":113.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":17,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":17,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":17,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Luxembourg?,9,1530.93,7.185,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":97.854,""count"":26,""max"":99.2,""min"":66.7},""flow_recv_mb"":{""avg"":3.66,""count"":26,""max"":95.09424591064453,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":26,""max"":0.04228687286376953,""min"":0.0},""flow_throughput_mbps"":{""avg"":46966.412,""count"":26,""max"":1221106.3254113167,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":26,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":26,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":51.2,""count"":26,""max"":275.1,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":26,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":26,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":26,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Madagascar?,9,1503.23,7.318,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.076,""count"":17,""max"":99.1,""min"":99.0},""flow_recv_mb"":{""avg"":7.73,""count"":17,""max"":131.34565448760986,""min"":0.0},""flow_sent_mb"":{""avg"":7.73,""count"":17,""max"":131.34565448760986,""min"":0.0},""flow_throughput_mbps"":{""avg"":16157.519,""count"":17,""max"":274653.1783990985,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":17,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":17,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":53.082,""count"":17,""max"":106.5,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":17,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":17,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":17,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Malawi?,9,1459.27,7.538,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.117,""count"":24,""max"":100.0,""min"":99.0},""flow_recv_mb"":{""avg"":0.003,""count"":24,""max"":0.040683746337890625,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":24,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.076,""count"":24,""max"":16.719228568579013,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":24,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":24,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":56.367,""count"":24,""max"":364.4,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":24,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":24,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":24,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Malaysia?,9,1487.58,7.395,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.058,""count"":19,""max"":99.1,""min"":99.0},""flow_recv_mb"":{""avg"":0.003,""count"":19,""max"":0.041602134704589844,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":19,""max"":0.04503917694091797,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.704,""count"":19,""max"":21.985164457695976,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":19,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":19,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":52.284,""count"":19,""max"":442.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":19,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":19,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":19,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Maldives?,9,1363.3,8.069,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.026,""count"":23,""max"":99.1,""min"":98.9},""flow_recv_mb"":{""avg"":0.002,""count"":23,""max"":0.03774070739746094,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":23,""max"":0.03957939147949219,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.015,""count"":23,""max"":17.180255695253493,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":23,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":23,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":39.67,""count"":23,""max"":110.4,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":23,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":23,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":23,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Mali?,9,1500.5,7.331,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.0,""count"":17,""max"":99.1,""min"":98.9},""flow_recv_mb"":{""avg"":0.001,""count"":17,""max"":0.01768779754638672,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":17,""max"":0.01768779754638672,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.276,""count"":17,""max"":1.6723938203193622,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":17,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":17,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":56.506,""count"":17,""max"":334.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":17,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":17,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":17,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Malta?,9,1421.19,7.74,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.986,""count"":21,""max"":99.1,""min"":98.9},""flow_recv_mb"":{""avg"":0.002,""count"":21,""max"":0.039516448974609375,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":21,""max"":0.04124641418457031,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.692,""count"":21,""max"":12.5962056480622,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":21,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":21,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":44.476,""count"":21,""max"":108.5,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":21,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":21,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":21,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Marshall Islands?,10,1580.04,7.595,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.027,""count"":22,""max"":100.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.004,""count"":22,""max"":0.03758811950683594,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":22,""max"":0.03839874267578125,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.709,""count"":22,""max"":8.239110103070926,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":22,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":22,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":82.473,""count"":22,""max"":733.4,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":22,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Mauritania?,9,1475.65,7.454,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":94.464,""count"":22,""max"":99.0,""min"":0.0},""flow_recv_mb"":{""avg"":0.003,""count"":22,""max"":0.03957939147949219,""min"":0.0},""flow_sent_mb"":{""avg"":0.006,""count"":22,""max"":0.04893302917480469,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.813,""count"":22,""max"":15.94863515015025,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":22,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":22,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":36.218,""count"":22,""max"":92.5,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":22,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Mauritius?,9,1466.77,7.499,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.95,""count"":24,""max"":99.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.002,""count"":24,""max"":0.018250465393066406,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":24,""max"":0.024788856506347656,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.224,""count"":24,""max"":3.364303652087482,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":24,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":24,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":48.921,""count"":24,""max"":359.7,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":24,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":24,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":24,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Mexico?,9,1359.22,8.093,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.99,""count"":21,""max"":100.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.005,""count"":21,""max"":0.04181194305419922,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":21,""max"":0.04535102844238281,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.863,""count"":21,""max"":6.737431965646882,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":21,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":21,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":49.781,""count"":21,""max"":276.6,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":21,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":21,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":21,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Micronesia?,11,1645.87,7.899,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.995,""count"":19,""max"":100.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.004,""count"":19,""max"":0.03817558288574219,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":19,""max"":0.039798736572265625,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.836,""count"":19,""max"":32.383643017823836,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":19,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":19,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":62.426,""count"":19,""max"":197.8,""min"":5.6},""petals_mem_mb"":{""avg"":10528.0,""count"":19,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":19,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":19,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Moldova?,9,1334.97,8.24,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.913,""count"":30,""max"":99.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.002,""count"":30,""max"":0.039890289306640625,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":30,""max"":0.049948692321777344,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.793,""count"":30,""max"":11.746963316316112,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":30,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":30,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":30.27,""count"":30,""max"":131.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":30,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":30,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":30,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Mongolia?,9,1417.8,7.758,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.941,""count"":27,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":4.894,""count"":27,""max"":132.0250301361084,""min"":0.0},""flow_sent_mb"":{""avg"":4.894,""count"":27,""max"":132.0250301361084,""min"":0.0},""flow_throughput_mbps"":{""avg"":11014.167,""count"":27,""max"":297331.99675786315,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":27,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":27,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":50.963,""count"":27,""max"":361.6,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":27,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":27,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":27,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Montenegro?,9,1458.0,7.545,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":95.71,""count"":31,""max"":99.0,""min"":0.0},""flow_recv_mb"":{""avg"":0.003,""count"":31,""max"":0.041622161865234375,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":31,""max"":0.04467010498046875,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.638,""count"":31,""max"":11.498018141846183,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":31,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":31,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":46.0,""count"":31,""max"":119.1,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":31,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":31,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":31,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Morocco?,9,1351.01,8.142,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.921,""count"":28,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.003,""count"":28,""max"":0.041359901428222656,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":28,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.187,""count"":28,""max"":18.630803667400123,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":28,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":28,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":51.989,""count"":28,""max"":263.8,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":28,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":28,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":28,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Mozambique?,9,1368.39,8.039,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.927,""count"":22,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.003,""count"":22,""max"":0.038463592529296875,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":22,""max"":0.039554595947265625,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.606,""count"":22,""max"":6.792840902874253,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":22,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":22,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":68.955,""count"":22,""max"":272.1,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":22,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Myanmar?,9,1400.17,7.856,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.937,""count"":27,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.003,""count"":27,""max"":0.047705650329589844,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":27,""max"":0.04976940155029297,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.9,""count"":27,""max"":13.50863194208333,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":27,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":27,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":47.222,""count"":27,""max"":179.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":27,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":27,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":27,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Namibia?,9,1424.35,7.723,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.957,""count"":21,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":6.312,""count"":21,""max"":132.50043201446533,""min"":0.0},""flow_sent_mb"":{""avg"":9.448,""count"":21,""max"":198.35479640960693,""min"":0.0},""flow_throughput_mbps"":{""avg"":35708.67,""count"":21,""max"":749866.8812424674,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":21,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":21,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":39.876,""count"":21,""max"":112.8,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":21,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":21,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":21,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Nauru?,9,1383.19,7.953,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.871,""count"":28,""max"":99.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.003,""count"":28,""max"":0.0382537841796875,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":28,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.442,""count"":28,""max"":20.367523251966723,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":28,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":28,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":48.875,""count"":28,""max"":164.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":28,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":28,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":28,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Nepal?,9,1443.05,7.623,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.881,""count"":27,""max"":99.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.002,""count"":27,""max"":0.040152549743652344,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":27,""max"":0.043303489685058594,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.564,""count"":27,""max"":11.337077204676376,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":27,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":27,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":35.47,""count"":27,""max"":91.8,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":27,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":27,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":27,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Netherlands?,9,1788.22,6.711,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.903,""count"":30,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.002,""count"":30,""max"":0.04014873504638672,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":30,""max"":0.043494224548339844,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.441,""count"":30,""max"":6.361004327218573,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":30,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":30,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":44.903,""count"":30,""max"":125.7,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":30,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":30,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":30,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of New Zealand?,10,1545.0,7.767,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.907,""count"":29,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.002,""count"":29,""max"":0.04168701171875,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":29,""max"":0.04442787170410156,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.629,""count"":29,""max"":9.35074338029735,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":29,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":29,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":51.197,""count"":29,""max"":199.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":29,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":29,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":29,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the year of independence of Nicaragua?,9,1446.67,7.604,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.835,""count"":20,""max"":98.9,""min"":98.8},""flow_recv_mb"":{""avg"":0.003,""count"":20,""max"":0.03783226013183594,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":20,""max"":0.04783821105957031,""min"":0.0},""flow_throughput_mbps"":{""avg"":11.482,""count"":20,""max"":207.23188321426375,""min"":0.0},""memory_percent"":{""avg"":53.9,""count"":20,""max"":53.9,""min"":53.9},""memory_used_mb"":{""avg"":4253.0,""count"":20,""max"":4253,""min"":4253},""petals_cpu_percent"":{""avg"":47.48,""count"":20,""max"":152.8,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":20,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":20,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":20,""max"":179,""min"":179}}}"
